Covidence,Study ID,Title,Reviewer Name,included,exp1_is_preregistered,exp1_has_pwr_analysis,exp1_hypothesis_quote,exp1_results_quote,exp1_support,exp1_sample_size,exp1_pwr_an_effect_type,exp1_pwr_an_effect_est_raw,exp1_pwr_an_effect_est_d,exp1_effect_justification,exp1_power_estimate,exp2_is_preregistered,exp2_has_pwr_analysis,exp2_hypothesis_quote,exp2_results_quote,exp2_support,exp2_sample_size,exp2_pwr_an_effect_type,exp2_pwr_an_effect_est_raw,exp2_pwr_an_effect_est_d,exp2_effect_justification,exp2_pwr_estimate,exp3_is_preregistered,exp3_has_pwr_analysis,exp3_hypothesis_quote,exp3_results_quote,exp3_support,exp3_sample_size,exp3_pwr_an_effect_type,exp3_pwr_an_effect_est_raw,exp3_pwr_an_effect_est_d,exp3_effect_justification,exp3_pwr_estimate,exp4_is_preregistered,exp4_has_pwr_analysis,exp4_hypothesis_quote,exp4_results_quote,exp4_support,exp4_sample_size,exp4_pwr_an_effect_type,exp4_pwr_an_effect_est_raw,exp4_pwr_an_effect_est_d,exp4_effect_justification,exp4_pwr_estimate
1827,Field 2020,A Longitudinal Examination of the Accuracy of Perceived Physical Competence in Middle Childhood,Consensus,Yes,No,No,"We hypothesized that 1) locomotor skills and object control skills would increase, and perceptions of physical competence would decrease; 2) boys would demonstrate higher object control skill levels and higher perceptions of physical competence in each grade; 3) girls would demonstrate higher locomotor skills in each grade; and 4) the accuracy of perceptions of physical competence would increase for both boys and girls from grade 2 to grade 4.","Results revealed that participants who underestimated or overestimated their physical competence in grade 2 saw an improvement in accuracy, and, by grade 4, had similar accuracy scores to their peers who were considered accurate ’estimators. ",Yes,238, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,
1826,Bandeira 2020,"TGMD-2 Short Version: Evidence of Validity and Associations With Sex, Age, and BMI in Preschool Children",Abigail Morgan,Yes,No,No,"To analyze the evidence of validity and reliability of the Test of Gross MotorDevelopment, Second Edition (TGMD-2) for low-income preschoolers; and toinvestigate the associations between thefinal model with sex, age, and body massindex (BMI)","Validity of a TGMD-2short version for low-income preschoolers was present. The machine learninganalysis to associate fundamental movement skills with gender, age, and BMIseems useful to optimize future interventions",Yes,368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1826,Bandeira 2020,"TGMD-2 Short Version: Evidence of Validity and Associations With Sex, Age, and BMI in Preschool Children",Gianna Jeyarajan,Yes,No,No,"However, in psychometric terms, it is possible thatthis ability does not discriminate the construct (ball skills), because childrendemonstrate similar performance with little variability, losing the power todifferentiate children by different performance levels. ",This hypothesis is confirmedwhen looking at the value of the factorial load in the nine-skill alternative model(kick = 0.238),Yes,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1826,Bandeira 2020,"TGMD-2 Short Version: Evidence of Validity and Associations With Sex, Age, and BMI in Preschool Children",Consensus,Yes,No,No,"To analyze the evidence of validity and reliability of the Test of Gross MotorDevelopment, Second Edition (TGMD-2) for low-income preschoolers; and toinvestigate the associations between thefinal model with sex, age, and body massindex (BMI)","Validity of a TGMD-2short version for low-income preschoolers was present. The machine learninganalysis to associate fundamental movement skills with gender, age, and BMIseems useful to optimize future interventions",Yes,184, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,
1825,Moeinirad 2020,The Role of Quiet Eye Duration and Its Components in a Complex Far-Aiming Task,Maryanne Vinh,Yes,No,No,"The general hypothesis is that if, during quiet eye duration, the criticalfixationoccurs only at the elbowflexion phase, it supports the predictive control strategy;",The results revealed a relationshipbetween quiet eye duration and performance.,Yes,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1825,Moeinirad 2020,The Role of Quiet Eye Duration and Its Components in a Complex Far-Aiming Task,Abigail Morgan,Yes,No,No,"The general hypothesis is that if, during quiet eye duration, the criticalfixationoccurs only at the elbowflexion phase, it supports the predictive control strategy;JMLD Vol. 8, No. 3, 2020518Moeinirad et al.
and if criticalfixation occurs only during the elbow extension phase and up to thepoint when the ball is released, it indicates prospective control strategy. Ultimately,if quiet eye duration occurs both early and late through the extension phase, it isassumed to be related to combined control",The experts with longer quiet eye duration had better performance in a basketballjump shot compared to the near-experts. Also the experts had longer early andlate quiet eye duration than the near-experts. The results revealed a relationshipbetween quiet eye duration and performance,Yes,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1825,Moeinirad 2020,The Role of Quiet Eye Duration and Its Components in a Complex Far-Aiming Task,Consensus,Yes,No,No,"The general hypothesis is that if, during quiet eye duration, the criticalfixationoccurs only at the elbowflexion phase, it supports the predictive control strategy;",The results revealed a relationshipbetween quiet eye duration and performance.,Yes,13.5, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,
1824,Palmer 2020,Boys and Girls Have Similar Gains in Fundamental Motor Skills Across a Preschool Motor Skill Intervention,Aaron Schwarz,Yes,No,No," We hypothesized that boys would outscore
girls in the object control subtest and individual skills before and after the motor
skill intervention but there would be no sex differences in the locomotor subtest nor individual skills. Further, we hypothesized that boys and girls would show similar
improvements across the intervention.",Our results partially support our hypotheses.,Yes,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1824,Palmer 2020,Boys and Girls Have Similar Gains in Fundamental Motor Skills Across a Preschool Motor Skill Intervention,Julie Hubley,Yes,No,No,"The purpose of this study was to explore potential sex differences in subtest and individual motor skills before and after a 600-minute high-autonomy motor skill intervention. Secondarily, this study examined if there were sex differences in intervention effects for subtests and individual motor skills. We hypothesized that boys would outscore girls in the object control subtest and individual skills before and after the motor
skill intervention but there would be no sex differences in the locomotor subtest nor individual skills. Further, we hypothesized that boys and girls would show similar improvements across the intervention.","Boys and girls had similar motor skills before and after the intervention. Boys and girls had
higher scores at posttest, and CHAMP was equally effective for boys and girls. Boys outperformed girls on the run and kick (p < .05) at posttest.",Yes,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1824,Palmer 2020,Boys and Girls Have Similar Gains in Fundamental Motor Skills Across a Preschool Motor Skill Intervention,Consensus,Yes,No,No," We hypothesized that boys would outscore
girls in the object control subtest and individual skills before and after the motor
skill intervention but there would be no sex differences in the locomotor subtest nor individual skills. Further, we hypothesized that boys and girls would show similar
improvements across the intervention.","Boys and girls had similar motor skills before and after the intervention. Boys and girls had
higher scores at posttest, and CHAMP was equally effective for boys and girls. Boys outperformed girls on the run and kick (p < .05) at posttest.",Yes,27, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,
1823,Krombholz 2020,The Role of Anthropometric Parameters on Single-Leg Balance Performance in Young Sub-Elite Soccer Players,Julie Hubley,Yes,No,No,The main purpose of this study was to determine the covariation of anthropometric parameters and the center of pressure (CoP) of young soccer players.," Results indicated only two small-sized correlations between body height/ weight and the CoP measures. The covariation between body height, body weight, and the CoP measures for the single-leg stance in young male sub-elite soccer players was less than 10%.",Yes,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1823,Krombholz 2020,The Role of Anthropometric Parameters on Single-Leg Balance Performance in Young Sub-Elite Soccer Players,Gianna Jeyarajan,Yes,No,No,"Extrapolatingthe results from Chiari et al. (2002) to single-leg balance performance, weexpected an impact of the aforementioned anthropometric parameters on CoPmeasures.","Results indicated only two small-sized correlations between body height/weight and the CoP measures. The covariation between body height, bodyweight, and the CoP measures for the single-leg stance in young male sub-elitesoccer players was less than 10%.",Yes,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1823,Krombholz 2020,The Role of Anthropometric Parameters on Single-Leg Balance Performance in Young Sub-Elite Soccer Players,Consensus,Yes,No,No,"Extrapolatingthe results from Chiari et al. (2002) to single-leg balance performance, weexpected an impact of the aforementioned anthropometric parameters on CoPmeasures.","Results indicated only two small-sized correlations between body height/weight and the CoP measures. The covariation between body height, bodyweight, and the CoP measures for the single-leg stance in young male sub-elitesoccer players was less than 10%.",Yes,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1822,Johnson 2020,Differences in Preschool Boys' and Girls' Overhand Throwing Practice Behaviors During a Mastery Motivational Climate,Maryanne Vinh,Yes,No,No,The purpose of this study was to determine the extent to which preschool boys’and girls’gender and skill level relate to their throwing practice behaviors during amastery motivational climate intervention. ,"Results indicated significantdifferences in practice time and trials based on gender and skill level, but nodifferences in the number of visits.",Yes,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1822,Johnson 2020,Differences in Preschool Boys' and Girls' Overhand Throwing Practice Behaviors During a Mastery Motivational Climate,Abigail Morgan,No_faulty_DOI,No,No,The purpose of this study was to determine the extent to which preschool boys’and girls’gender and skill level relate to their throwing practice behaviors during amastery motivational climate intervention.,"Results indicated significantdifferences in practice time and trials based on gender and skill level, but nodifferences in the number of visits. It appears that throwing gender stereotypesperhaps may be related to practice behaviors for young children",Yes,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1822,Johnson 2020,Differences in Preschool Boys' and Girls' Overhand Throwing Practice Behaviors During a Mastery Motivational Climate,Consensus,Yes,No,No,The purpose of this study was to determine the extent to which preschool boys’and girls’gender and skill level relate to their throwing practice behaviors during amastery motivational climate intervention. ,"Results indicated significantdifferences in practice time and trials based on gender and skill level, but nodifferences in the number of visits.",Yes,54, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,
1821,Linnhoff 2020,Use of Acoustic Feedback to Change Gait Patterns: Implementation and Transfer to Motor Learning Theory—A Scoping Review,Aaron Schwarz,No_not_primary_quantitative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1821,Linnhoff 2020,Use of Acoustic Feedback to Change Gait Patterns: Implementation and Transfer to Motor Learning Theory—A Scoping Review,Julie Hubley,No_not_primary_quantitative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1821,Linnhoff 2020,Use of Acoustic Feedback to Change Gait Patterns: Implementation and Transfer to Motor Learning Theory—A Scoping Review,Consensus,No_not_primary_quantitative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1820,Lange-Küttner 2020,Fine Motor Skills and Unsystematic Spatial Binding in the Common Region Test: Under-Inclusivity in Autism Spectrum Disorder and Over-Inclusivity in Attention-Deficit Hyperactivity Disorder,Julie Hubley,Yes,No,No,"Hence, we hypothesized that children with ASD would show object-place binding in the CRT because they tend to have a bias towards
distributed local details (Chamberlain, McManus, Riley, Rankin, & Brunswick, 2013) and smaller rather than larger categories (Alderson-Day & McGonigleChalmers, 2011). We expected that children with ASD would be more likely to
encode object-place units because they are more sensitive to first-order rather than second-order visual information (Simmons et al., 2009) and common region is a second-order Gestalt principle.","Children with ASD and ADHD showed more unsystematic coding than typically developing children. This was due to lower fine motor skills,
and in children with ADHD also because of reduced verbal naming. Almost all children with ASD presented the less mature under-inclusive Type I unsystematic coding which included object-place binding, while children with ADHD showed
the over-inclusive Type II unsystematic coding that was overriding the Gestalt like properties of proximity and similarity.",Yes,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1820,Lange-Küttner 2020,Fine Motor Skills and Unsystematic Spatial Binding in the Common Region Test: Under-Inclusivity in Autism Spectrum Disorder and Over-Inclusivity in Attention-Deficit Hyperactivity Disorder,Gianna Jeyarajan,Yes,No,No,"Hence, we hypothesized that children with ASD would showobject-place binding in the CRT because they tend to have a bias towardsdistributed local details (Chamberlain, McManus, Riley, Rankin, & Brunswick,2013) and smaller rather than larger categories (Alderson-Day & McGonigle-Chalmers, 2011). ",It was demonstrated thatthe CRT is a useful screening instrument for ASD and ADHD that shows that theirspatial categorization varies in their unsystematic visuo-spatial classification duetofine motor skill deficiencies.,Yes,29.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1820,Lange-Küttner 2020,Fine Motor Skills and Unsystematic Spatial Binding in the Common Region Test: Under-Inclusivity in Autism Spectrum Disorder and Over-Inclusivity in Attention-Deficit Hyperactivity Disorder,Consensus,Yes,No,No,"Hence, we hypothesized that children with ASD would show object-place binding in the CRT because they tend to have a bias towards
distributed local details (Chamberlain, McManus, Riley, Rankin, & Brunswick, 2013) and smaller rather than larger categories (Alderson-Day & McGonigleChalmers, 2011). We expected that children with ASD would be more likely to
encode object-place units because they are more sensitive to first-order rather than second-order visual information (Simmons et al., 2009) and common region is a second-order Gestalt principle.","Children with ASD and ADHD showed more unsystematic coding than typically developing children. This was due to lower fine motor skills,
and in children with ADHD also because of reduced verbal naming. Almost all children with ASD presented the less mature under-inclusive Type I unsystematic coding which included object-place binding, while children with ADHD showed
the over-inclusive Type II unsystematic coding that was overriding the Gestalt like properties of proximity and similarity.",Yes,29.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1819,Weiss 2020,Motor Skill Development and Youth Physical Activity: A Social Psychological Perspective,Julie Hubley,No_no_hypotheses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1819,Weiss 2020,Motor Skill Development and Youth Physical Activity: A Social Psychological Perspective,Abigail Morgan,No_not_primary_quantitative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1819,Weiss 2020,Motor Skill Development and Youth Physical Activity: A Social Psychological Perspective,Consensus,No_not_primary_quantitative, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,
1818,Abdollahipour 2020,Optimizing Bowling Performance,Gianna Jeyarajan,Yes,No,Yes,"We hypothesized that bowling performancewould be enhanced (i.e., greater number of pins knocked down) in the optimizedrelative to the control group, irrespective of the order in which the three factorswere implemented. ", The optimized group outperformed the controlgroup on all blocks. ,Yes,18,pn2,0.25,0.5,benchmarks,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1818,Abdollahipour 2020,Optimizing Bowling Performance,Chitrini Tandon,Yes,No,Yes,"We hypothesized that bowling performancewould be enhanced (i.e., greater number of pins knocked down) in the optimizedrelative to the control group, irrespective of the order in which the three factorswere implemented.",The optimized group outperformed the controlgroup on all blocks,Yes,18,pn2,0.25,,benchmarks,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1818,Abdollahipour 2020,Optimizing Bowling Performance,Consensus,Yes,No,Yes,"We hypothesized that bowling performancewould be enhanced (i.e., greater number of pins knocked down) in the optimizedrelative to the control group, irrespective of the order in which the three factorswere implemented.",The optimized group outperformed the controlgroup on all blocks.,Yes,18,pn2,0.25,0.5,benchmarks,90, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,
1817,Robin 2020,The Beneficial Influence of Combining Motor Imagery and Coach's Feedback on Soccer Pass Accuracy in Intermediate Players,Julie Hubley,Yes,No,No,"We first hypothesized that adding extrinsic feedback to physical practice would result in greater improvement than physical practice
without augmented feedback (i.e., control condition). Second, we hypothesized
that the combination of physical practice and MI (i.e., internal visual motor imagery perspective) would result in greater improvement than physical practice without MI. Last, we hypothesized that receiving feedback after physical practice
but just before performing MI (feedback+MI) would improve movement accuracy to a greater degree than when MI was performed without augmented feedback or when receiving extrinsic feedback only","Results showed that the Feedback+Imagery group had the greatest pre- to post-test improvement
compared to the other groups, and highlight the beneficial effect of combining verbal feedback and motor imagery to improve soccer passing accuracy.",Yes,11.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1817,Robin 2020,The Beneficial Influence of Combining Motor Imagery and Coach's Feedback on Soccer Pass Accuracy in Intermediate Players,Chitrini Tandon,Yes,No,No," Wefirst hypothesized that adding extrinsic feedbackto physical practice would result in greater improvement than physical practicewithout augmented feedback (i.e., control condition)","Results showedthat the Feedback+Imagery group had the greatest pre- to post-test improvementcompared to the other groups, and highlight the beneficial effect of combiningverbal feedback and motor imagery to improve soccer passing accuracy",Yes,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1817,Robin 2020,The Beneficial Influence of Combining Motor Imagery and Coach's Feedback on Soccer Pass Accuracy in Intermediate Players,Consensus,Yes,No,No," Wefirst hypothesized that adding extrinsic feedbackto physical practice would result in greater improvement than physical practicewithout augmented feedback (i.e., control condition)","Results showed that the Feedback+Imagery group had the greatest pre- to post-test improvement
compared to the other groups, and highlight the beneficial effect of combining verbal feedback and motor imagery to improve soccer passing accuracy.",Yes,11.25, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,
1816,Newell 2020,What are Fundamental Motor Skills and What is Fundamental About Them?,Chitrini Tandon,No_not_primary_quantitative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1816,Newell 2020,What are Fundamental Motor Skills and What is Fundamental About Them?,Julie Hubley,No_not_primary_quantitative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1816,Newell 2020,What are Fundamental Motor Skills and What is Fundamental About Them?,Consensus,No_not_primary_quantitative, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,
1815,Favoretto 2020,Improvements in Tennis Skills in Adults With Developmental and Intellectual Disabilities Following an 8-Week Adapted Tennis Program,Maryanne Vinh,Yes,No,No,"Importantly, given the heterogeneity of thispopulation, we wanted to investigate the impact of age, disability type, andfunctional ability on improvements in tennis skills and practice dose.",This study provides evidence of theefficacy of this adapted tennis program to develop fundamental tennis skills innovice players with developmental and intellectual disabilities.,Yes,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1815,Favoretto 2020,Improvements in Tennis Skills in Adults With Developmental and Intellectual Disabilities Following an 8-Week Adapted Tennis Program,Gianna Jeyarajan,No_no_hypotheses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1815,Favoretto 2020,Improvements in Tennis Skills in Adults With Developmental and Intellectual Disabilities Following an 8-Week Adapted Tennis Program,Consensus,Yes,No,No,"Importantly, given the heterogeneity of thispopulation, we wanted to investigate the impact of age, disability type, andfunctional ability on improvements in tennis skills and practice dose.",This study provides evidence of theefficacy of this adapted tennis program to develop fundamental tennis skills innovice players with developmental and intellectual disabilities.,Yes,13.5, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,
1814,Tamplain 2020,"Assessment of Motor Development in Childhood: Contemporary Issues, Considerations, and Future Directions",Hugh Brooks,No_not_primary_quantitative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1814,Tamplain 2020,"Assessment of Motor Development in Childhood: Contemporary Issues, Considerations, and Future Directions",Aaron Schwarz,No_not_primary_quantitative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1814,Tamplain 2020,"Assessment of Motor Development in Childhood: Contemporary Issues, Considerations, and Future Directions",Consensus,No_not_primary_quantitative, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,
1813,Whitall 2020,Motor Development Research: II. The First Two Decades of the 21st Century Shaping Our Future,Julie Hubley,No_no_hypotheses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1813,Whitall 2020,Motor Development Research: II. The First Two Decades of the 21st Century Shaping Our Future,Abigail Morgan,No_not_primary_quantitative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1813,Whitall 2020,Motor Development Research: II. The First Two Decades of the 21st Century Shaping Our Future,Consensus,No_not_primary_quantitative, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,
1812,Whitall 2020,Motor Development Research: I. The Lessons of History Revisited (the 18th to the 20th Century),Julie Hubley,No_no_hypotheses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1812,Whitall 2020,Motor Development Research: I. The Lessons of History Revisited (the 18th to the 20th Century),Abigail Morgan,No_not_primary_quantitative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1812,Whitall 2020,Motor Development Research: I. The Lessons of History Revisited (the 18th to the 20th Century),Consensus,No_not_primary_quantitative, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,
1811,Clark 2020,Reflections on Motor Development Research Across the 20th Century: Six Empirical Studies That Changed the Field,Abbey Corson,No_not_primary_quantitative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,Clark 2020,Reflections on Motor Development Research Across the 20th Century: Six Empirical Studies That Changed the Field,Julie Hubley,No_no_hypotheses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,Clark 2020,Reflections on Motor Development Research Across the 20th Century: Six Empirical Studies That Changed the Field,Consensus,No_not_primary_quantitative, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,
1810,Getchell 2020,"Motor Development Research: Designs, Analyses, and Future Directions",Julie Hubley,No_not_primary_quantitative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810,Getchell 2020,"Motor Development Research: Designs, Analyses, and Future Directions",Chitrini Tandon,No_not_primary_quantitative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810,Getchell 2020,"Motor Development Research: Designs, Analyses, and Future Directions",Consensus,No_not_primary_quantitative, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,
1809,Lohse 2020,Methodological Advances in Motor Learning and Development,Aaron Schwarz,No_not_primary_quantitative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1809,Lohse 2020,Methodological Advances in Motor Learning and Development,Hugh Brooks,No_not_primary_quantitative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1809,Lohse 2020,Methodological Advances in Motor Learning and Development,Consensus,No_not_primary_quantitative, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,
1808,Chagdes 2020,A Mathematical Model to Examine Issues Associated With Using Portable Force-Measurement Technologies to Collect Infant Postural Data,Chitrini Tandon,No_not_primary_quantitative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1808,Chagdes 2020,A Mathematical Model to Examine Issues Associated With Using Portable Force-Measurement Technologies to Collect Infant Postural Data,Abigail Morgan,No_not_primary_quantitative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1808,Chagdes 2020,A Mathematical Model to Examine Issues Associated With Using Portable Force-Measurement Technologies to Collect Infant Postural Data,Consensus,No_not_primary_quantitative, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,
1807,Hauge 2020,A Novel Application of Levenshtein Distance for Assessment of High-Level Motor Planning Underlying Performance During Learning of Complex Motor Sequences,Abbey Corson,Yes,No,No,"We hypothesized that this computational approach can successfully assesschanges in cognitive-motor performance during the practice of action sequences toperform the Tower of Hanoi, and that as individuals practice, the LD should gradually decrease towards zero, indicating a convergence to the reference/optimalsequence which is indicative of performance improvement.","Thefindings revealed thatthroughout practice this method could capture: i) action sequence performanceimprovements as indexed by a reduced LD (decrease of insertions and substitu-tions), ii) structural modifications of the high-level plans, iii) an attenuation ofmental workload, and iv) enhanced cognitive-motor efficiency",Yes,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1807,Hauge 2020,A Novel Application of Levenshtein Distance for Assessment of High-Level Motor Planning Underlying Performance During Learning of Complex Motor Sequences,Chitrini Tandon,Yes,No,No,"We hypothesized that this computational approach can successfully assesschanges in cognitive-motor performance during the practice of action sequences toperform the Tower of Hanoi, and that as individuals practice, the LD should gradually decrease towards zero, indicating a convergence to the reference/optimalsequence which is indicative of performance improvement","As predicted, our computationalapproach was able to qualitatively (sequence alignment) and quantitatively (LD,operators) capture changes in high-level motor planning underlying performanceimprovements as measured by a decrease of LD along with a reduction of mentalworkload, which collectively revealed enhanced cognitive-motor efficiency duringpractice of action sequences",Yes,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1807,Hauge 2020,A Novel Application of Levenshtein Distance for Assessment of High-Level Motor Planning Underlying Performance During Learning of Complex Motor Sequences,Consensus,Yes,No,No,"We hypothesized that this computational approach can successfully assesschanges in cognitive-motor performance during the practice of action sequences toperform the Tower of Hanoi, and that as individuals practice, the LD should gradually decrease towards zero, indicating a convergence to the reference/optimalsequence which is indicative of performance improvement","The findings revealed that throughout practice this method could capture: i) action sequence performance improvements as indexed by a reduced LD (decrease of insertions and substitutions), ii) structural modifications of the high-level plans, iii) an attenuation of mental workload, and iv) enhanced cognitive-motor efficiency",Yes,20, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,
1806,Wang 2020,Predicting Motor Skill Learning in Older Adults Using Visuospatial Performance,Julie Hubley,Yes,No,No,"We hypothesized that the Visuospatial/Executive subtest of the MoCA would be the most predictive of how much participants learned the motor task, compared to all other MoCA subtests.","Consistent with previous findings,
only the Visuospatial/Executive subtest score predicted change in performance
24 hours later, even when accounting for participant age.",Yes,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1806,Wang 2020,Predicting Motor Skill Learning in Older Adults Using Visuospatial Performance,Abigail Morgan,Yes,No,No,"We hypothesized that theVisuospatial/Executive subtest of the MoCA would be the most predictive of howmuch participants learned the motor task, compared to all other MoCA subtests.","Consistent with previousfindings,only the Visuospatial/Executive subtest score predicted change in performance24 hours later, even when accounting for participant age.",Yes,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1806,Wang 2020,Predicting Motor Skill Learning in Older Adults Using Visuospatial Performance,Consensus,Yes,No,No,"We hypothesized that theVisuospatial/Executive subtest of the MoCA would be the most predictive of howmuch participants learned the motor task, compared to all other MoCA subtests.","Consistent with previousfindings,only the Visuospatial/Executive subtest score predicted change in performance24 hours later, even when accounting for participant age.",Yes,33, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,
1805,García-Massó 2020,Postural Control Profiles of Typically Developing Children From 6 to 12 Years old: An Approach Using Self-Organizing Maps,Gianna Jeyarajan,No_no_hypotheses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1805,García-Massó 2020,Postural Control Profiles of Typically Developing Children From 6 to 12 Years old: An Approach Using Self-Organizing Maps,Abbey Corson,No_faulty_DOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1805,García-Massó 2020,Postural Control Profiles of Typically Developing Children From 6 to 12 Years old: An Approach Using Self-Organizing Maps,Consensus,"No, no hypotheses",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1804,Hooyman 2020,Paired Associative Stimulation Rewired: A Novel Paradigm to Modulate Resting-State Intracortical Connectivity,Abbey Corson,No_not_primary_quantitative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
